# FieldObsSensors: This file gives a list of location for geological
# field observations. The columns are x,y in metres; these are not offsets
# from the world boundaries, so if your world doesn't start from zero,
# be careful that the sensors are actually placed inside the world.
# An error should be flagged if they don't.

7718.186201956123,14866.261602711864
4535.561960173771,1092.3950489657
4131.472208594903,2704.981149710715
13973.228389630094,6182.379743136931
165.15875163301826,4981.2090567024425
1384.1071758195758,12742.35803715419
9597.259206544608,10334.826767774764
6567.142667151988,11894.921094912104
2084.306772906333,13518.622779505793
2378.1902285981923,13858.302784105763
2981.541868701577,5966.445958212484
2790.0723445359617,5978.715005622711
14868.237095605582,5896.512198504992
9714.14467187412,10448.895696381573
9984.6510345079,10577.682166976854
10691.529801044613,10696.655364876613
10346.439379582182,10776.37915139459
10563.512386629358,10838.931367918849
10604.700598224998,11047.436896352097
7226.154052646831,12006.525477666408
6728.555928802118,12104.638543823268
6747.480242235586,12219.92058725562
1453.1252601090819,11836.052518903743
1177.0529229398817,12012.657562856097
1123.619567360729,12278.78767644614
1346.2585489470512,12387.936467718799
1367.409252198413,12575.572445623577
5830.207638101652,4442.553103965707
5770.095113072544,4787.344197936356
2469.4722110498697,14516.794394893572
7150.456798909232,92.11268794862553
7288.4929674919695,208.71342017268762
7314.096450377256,371.9529369943775
5468.419293021783,428.4113077176735
5540.77696203813,548.6914826259017
7344.152712890878,599.0124968648888
6511.482921753079,795.385587267112
5633.172139396891,845.7057818770409
5594.210317617282,946.3456695685163
5600.8894870672375,1000.3472848557867
4442.053587909788,1134.12318443181
14720.182172851637,684.9260372086428
10953.130604404956,1690.0782568021677
11080.034823913127,2055.794751476962
12448.151365762576,2335.598726605531
12409.189543982968,2719.707172642462
12302.322832820937,2967.593077637255
6263.240457285196,7428.846521073487
14471.939708383754,1206.5334996338934
6798.687208002433,824.8413312304765
3014.937715938315,2204.287855377421
3911.059616824612,2242.3313089828007
8324.877426778898,942.6637342413887
5619.8138005025685,1141.486961109098
11164.637636912987,1033.4845443759114
1838.2906982526183,24.6065905042924
155.13999745994806,93.34006875334308
9998.00937340036,111.75076888082549
10298.571998542175,452.95835977373645
10664.813123252243,645.6513363807462
5266.931014686823,29.516135012730956
5325.930344805121,214.8502759449184
5811.283324668184,5226.604058228899
5852.471536260098,5452.363952956628
2993.787012686953,5470.768144063652
2951.4856061842293,5665.851196928415
2822.354996867478,5778.728295501322
5987.168120119721,5824.124283097684
3591.5726782474667,5917.369669349864
3699.552584320307,5967.672863400541
4832.78500059247,5983.622621808201
4966.368389543146,6040.060093828477
4154.849301662296,6073.186338312924
5992.7340946588665,6113.67387223104
5414.985937440768,6125.942800571211
6108.506365085021,6354.143059141468
6212.033491522074,6680.488002467435
3638.326864382252,4200.8265588069335
3362.254527213052,4486.726066322997
3078.3898256924003,4689.183830651455
3063.918291885406,5090.410322705284
13002.52242991142,1460.580512105953
14454.128589855507,1476.5350132193416
14821.48290947266,1751.4407010963187
14901.63294284232,1926.935919977259
13463.385121794418,1962.5256115514785
14963.971857689321,2061.9308589780703
12365.774942575023,2080.3391665630043
13377.669113883749,2265.648217206821
13976.56797435321,2646.076914888341
13376.555918974802,2704.981149710715
14080.095100792125,2907.4627107717097
12785.449422866106,3076.808848117944
14920.557256279513,3079.2631260533817
13952.07768637687,3161.4812072478235
12933.504345620051,3265.787086365279
14942.821154439822,3294.0109067363665
14831.50166364573,3464.579833101947
14729.087732113898,3783.624470924493
14015.529796129093,4095.3000565622933
14710.163418676704,4096.527113135904
13599.194900561124,4328.4390222490765
14663.409232545644,4393.471883751918
13617.006019091234,4403.288140503224
14612.20226678066,4489.180116015486
13527.950426455587,4537.034005607478
13630.364357985556,4554.21228811238
13037.031472055241,4737.037089079153
14488.637632001191,4815.5651859338395
13116.06831051968,4824.154171856586
14507.56194543466,5016.791578055825
13245.198919840157,5033.969317105599
13496.78096903488,5625.3624677583575
13629.251163078472,5670.7589143319055
13763.94774693437,5889.150731360074
14619.994631137699,6386.04174658237
14202.546540664509,6392.176101863384
14265.99865041487,6455.973249756731
14519.807089425623,6599.515851719305
14576.580029727891,6628.9603201686405
6265.466847104952,7503.680343284272
6233.184194771573,7869.256662552245
14696.805079784244,8193.115576937329
14739.106486285105,8410.244389174506
6365.654388817027,8653.130567055196
14633.352970032021,9202.676870829426
8628.779636641964,9392.805447774474
14596.617538070306,9424.697750123683
8545.290018545464,9483.57567080902
8703.363695478067,9741.163889940828
9058.472871104255,10064.982881548349
2074.288018738851,10120.178611901123
9364.601470787078,10260.006897811312
2113.2498405147344,10349.545387339778
2227.9089160282165,10630.422977920156
2214.550577133894,10968.941033258568
1639.0288097318262,11235.08942552656
2052.0241205766797,11377.360386715736
1754.8010801579803,11580.952721073758
1709.1600889340043,11642.275178827811
1952.9497737698257,13100.450331123546
1907.3087825458497,13181.387831647415
6967.89283400774,1162.3509755916893
5741.152045466006,1509.67123107519
8212.444741075858,1652.0334165222012
8181.275283651426,1879.073789153248
3966.719362223521,2281.6018705833703
10993.205621093512,2480.4075269275345
4128.132623871788,2610.4888287335634
11912.704615041614,2885.3739446592517
12292.30407864973,3057.1746103251353
12706.412584401667,3524.7079898775555
12981.371726660058,3527.162195291836
12920.146006722003,3587.2901038336568
12980.258531752974,3659.6886976445094
12730.902872372419,3725.9515143530443
5492.909580998123,3854.7950510652736
12745.374406179413,3907.5592310116626
12804.373736297712,4173.831476981286
12950.202269239351,4220.459315398708
13591.402536205947,4258.497708954383
5980.488950671628,4263.405881818384
13057.068980397657,4274.449264948256
13134.992623953149,4329.666059955023
13256.330868922174,4405.742203697562
